Date,open,high,low,close,adj_close,volume
2007-11-02,78.974998,79.474998,70.074997,70.750000,61.945690,15084
2007-11-05,74.449997,77.500000,70.000000,70.500000,61.726807,1576
2007-11-06,69.000000,71.000000,68.050003,71.000000,62.164577,360
2007-11-07,68.125000,75.000000,68.000000,75.000000,65.666809,600
2007-11-08,69.500000,75.000000,69.500000,74.349998,65.097702,138
2007-11-12,74.349998,74.849998,61.375000,73.750000,64.572365,424
2007-11-13,65.750000,74.849998,65.750000,74.849998,65.535461,74
2007-11-14,75.000000,75.000000,70.500000,70.500000,61.726807,126
2007-11-15,70.000000,75.000000,70.000000,75.000000,65.666809,332
2007-11-16,71.949997,71.949997,67.625000,67.625000,59.209572,698
2007-11-19,70.000000,70.000000,68.250000,70.000000,61.289028,356
2007-11-20,74.949997,76.000000,70.250000,76.000000,66.542358,11088
2007-11-21,70.125000,74.000000,70.125000,74.000000,64.791252,2000
2007-11-22,62.549999,75.000000,62.549999,75.000000,65.666809,1800
2007-11-23,74.949997,74.949997,74.949997,74.949997,65.623024,20
2007-11-26,74.000000,74.000000,74.000000,74.000000,64.791252,20
2007-11-27,66.000000,73.500000,66.000000,73.474998,64.331581,500
2007-11-28,72.500000,72.500000,72.500000,72.500000,63.477913,10
2007-11-29,72.500000,72.500000,72.500000,72.500000,63.477913,2
2007-11-30,72.500000,72.500000,72.500000,72.500000,63.477913,2
2007-12-03,58.049999,74.974998,58.049999,72.000000,63.040138,800
2007-12-04,69.000000,72.000000,69.000000,70.849998,62.033241,510
2007-12-05,73.724998,73.724998,73.724998,73.724998,64.550468,4
2007-12-06,72.000000,85.000000,72.000000,76.025002,66.564262,2400
2007-12-07,80.000000,80.000000,70.050003,72.500000,63.477913,5600
2007-12-10,75.000000,75.000000,71.000000,71.000000,62.164577,246
2007-12-11,77.500000,77.500000,71.050003,74.974998,65.644928,1638
2007-12-12,71.050003,76.000000,71.050003,75.849998,66.411034,1750
2007-12-13,79.474998,84.949997,75.500000,82.500000,72.233490,9600
2007-12-14,89.449997,96.449997,87.500000,90.375000,79.128494,10436
2007-12-17,105.000000,105.000000,81.025002,84.974998,74.400482,6800
2007-12-18,89.000000,89.949997,80.000000,85.500000,74.860161,7600
2007-12-19,73.500000,97.500000,73.500000,75.000000,65.666809,11800
2007-12-20,62.000000,85.000000,62.000000,85.000000,74.422394,6200
2007-12-24,89.974998,90.000000,81.625000,86.574997,75.801376,4372
2007-12-26,86.000000,92.500000,81.050003,86.599998,75.823288,2384
2007-12-27,93.000000,93.900002,85.125000,85.550003,74.903954,4060
2007-12-28,89.949997,89.949997,84.025002,84.849998,74.291039,3328
2007-12-31,92.500000,101.824997,92.500000,101.500000,88.869095,22000
2008-01-01,105.000000,114.500000,103.500000,109.500000,95.873550,26506
2008-01-02,105.099998,112.949997,105.050003,107.300003,93.947311,5930
2008-01-03,110.000000,112.000000,103.650002,105.300003,92.196198,4922
2008-01-04,109.000000,109.000000,103.000000,104.125000,91.167412,3536
2008-01-07,100.000000,104.500000,100.000000,100.000000,87.555740,1072
2008-01-08,100.000000,101.150002,86.550003,94.750000,82.959068,2080
2008-01-09,110.000000,110.000000,85.050003,92.750000,81.207970,3776
2008-01-10,98.425003,98.425003,88.000000,88.574997,77.552505,2050
2008-01-11,84.000000,89.000000,82.099998,85.175003,74.575600,666
2008-01-14,85.000000,85.000000,83.275002,84.625000,74.094040,546
2008-01-15,81.025002,83.400002,81.025002,83.125000,72.780716,48
2008-01-16,85.000000,85.500000,84.000000,85.050003,74.466164,356
2008-01-17,98.500000,98.500000,81.500000,85.500000,74.860161,252
2008-01-18,85.000000,95.224998,83.074997,85.449997,74.816399,590
2008-01-21,75.000000,85.050003,71.375000,71.925003,62.974464,552
2008-01-22,60.099998,74.500000,59.500000,74.500000,65.229042,622
2008-01-23,67.500000,74.500000,67.500000,70.050003,61.332798,416
2008-01-24,66.099998,77.250000,66.099998,69.775002,61.092026,8168
2008-01-25,75.000000,83.750000,70.500000,83.750000,73.327927,1284
2008-01-28,74.050003,84.000000,67.500000,75.250000,65.885696,8168
2008-01-29,77.500000,77.500000,72.099998,72.099998,63.127705,58
