Date,open,high,low,close,adj_close,volume
2011-03-18,70.000000,80.000000,60.000000,61.349998,55.119762,27984
2011-03-21,64.000000,64.449997,62.000000,64.000000,57.500648,6399
2011-03-22,64.500000,67.099998,62.599998,65.400002,58.758472,1433
2011-03-23,65.500000,68.699997,62.299999,66.000000,59.297543,1943
2011-03-24,64.099998,69.300003,64.099998,69.300003,62.262428,1748
2011-03-25,69.349998,71.900002,66.550003,68.449997,61.498730,1666
2011-03-28,68.449997,71.900002,68.449997,71.550003,64.283928,2376
2011-03-29,73.000000,75.000000,70.000000,72.000000,64.688232,379
2011-03-30,69.750000,71.900002,69.199997,69.300003,62.262428,281
2011-03-31,68.550003,72.400002,68.550003,72.199997,64.867920,794
2011-04-01,75.000000,79.900002,73.500000,76.199997,68.461708,1905
2011-04-04,79.500000,84.699997,79.500000,83.750000,75.244995,2684
2011-04-05,68.000000,95.000000,68.000000,93.550003,84.049767,4911
2011-04-06,100.000000,103.500000,93.500000,97.650002,87.733406,6519
2011-04-07,98.500000,98.500000,88.000000,92.650002,83.241180,2361
2011-04-08,null,null,null,null,null,null
2011-04-11,80.000000,85.250000,77.349998,80.500000,72.325043,2331
2011-04-13,84.699997,96.000000,84.699997,92.199997,82.836868,10824
2011-04-15,95.500000,96.000000,86.000000,86.900002,78.075104,507
2011-04-18,94.800003,94.800003,86.000000,86.000000,77.266495,1746
2011-04-19,83.099998,89.900002,83.000000,89.800003,80.680603,816
2011-04-20,77.050003,93.000000,77.050003,88.300003,79.332932,1975
2011-04-21,89.000000,89.000000,85.099998,87.000000,78.164948,170
2011-04-25,89.750000,90.000000,83.000000,90.000000,80.860298,2394
2011-04-26,86.000000,89.900002,86.000000,86.800003,77.985260,1020
2011-04-27,88.000000,90.000000,83.050003,85.300003,76.637596,2671
2011-04-28,88.000000,90.000000,78.550003,82.900002,74.481323,6880
2011-04-29,88.000000,90.500000,71.500000,73.599998,66.125740,21519
2011-05-02,76.599998,86.000000,64.000000,79.750000,71.651199,8993
2011-05-03,75.699997,78.800003,66.000000,69.250000,62.217495,3224
