Date,open,high,low,close,adj_close,volume
2010-04-12,150.000000,167.399994,124.000000,159.100006,141.560181,22110514
2010-04-13,159.000000,159.000000,152.000000,154.399994,137.378311,3371371
2010-04-15,154.050003,156.399994,151.699997,153.350006,136.444092,957308
2010-04-16,153.100006,153.100006,137.199997,140.000000,124.565849,1068372
2010-04-19,135.350006,145.000000,133.000000,138.100006,122.875313,700175
2010-04-20,139.750000,140.350006,132.000000,133.699997,118.960381,236207
2010-04-21,134.000000,134.000000,130.500000,131.300003,116.824966,125554
2010-04-22,131.399994,131.399994,126.099998,127.199997,113.176964,142223
2010-04-23,126.000000,126.000000,114.550003,118.150002,105.124672,479609
2010-04-26,118.500000,137.250000,113.349998,133.399994,118.693459,3182346
2010-04-27,132.399994,132.800003,122.400002,125.750000,111.886833,1039992
2010-04-28,124.000000,129.300003,120.500000,123.500000,109.884880,514618
2010-04-29,124.000000,127.699997,123.599998,125.449997,111.619896,176943
2010-04-30,126.000000,127.949997,120.550003,124.300003,110.596664,281479
2010-05-03,125.500000,137.800003,124.000000,127.650002,113.577370,1714033
2010-05-04,127.900002,133.750000,126.099998,130.149994,115.801743,731734
2010-05-05,128.000000,129.250000,124.550003,126.650002,112.687599,430793
2010-05-06,127.400002,130.949997,125.400002,126.849998,112.865555,287571
2010-05-07,125.099998,126.000000,121.199997,122.300003,108.817177,80035
2010-05-10,124.900002,126.650002,123.099998,125.949997,112.064781,561668
2010-05-11,126.099998,130.000000,125.750000,126.300003,112.376183,265000
2010-05-12,126.900002,127.900002,124.099998,125.150002,111.352974,71671
2010-05-13,126.849998,126.849998,122.199997,123.349998,110.413094,50372
2010-05-14,122.099998,124.000000,117.550003,119.150002,106.653595,155782
2010-05-17,118.949997,118.949997,112.099998,114.800003,102.759819,64116
2010-05-18,114.500000,127.500000,112.599998,119.099998,106.608841,239461
2010-05-19,117.750000,124.800003,114.099998,116.099998,103.923470,98314
2010-05-20,116.300003,121.000000,113.150002,114.099998,102.133224,35163
2010-05-21,112.099998,112.099998,105.500000,106.199997,95.061775,65552
2010-05-24,108.699997,126.800003,107.400002,121.349998,108.622856,535208
2010-05-25,120.000000,122.000000,112.000000,112.949997,101.103844,241116
2010-05-26,115.500000,121.000000,114.000000,115.699997,103.565430,117653
2010-05-27,116.900002,118.500000,112.400002,114.650002,102.625565,48080
2010-05-28,116.300003,119.599998,115.900002,116.349998,104.147247,46429
2010-05-31,115.000000,121.500000,115.000000,117.449997,105.131897,79008
2010-06-01,116.349998,120.250000,114.000000,114.849998,102.804573,51600
2010-06-02,120.000000,120.000000,113.199997,114.500000,102.491287,32241
2010-06-03,116.900002,119.000000,114.500000,114.949997,102.894081,47108
2010-06-04,115.900002,116.849998,112.250000,113.500000,101.596169,23804
2010-06-07,107.000000,116.449997,107.000000,112.449997,100.656288,62178
2010-06-08,112.900002,115.900002,112.550003,112.849998,101.014336,47547
2010-06-09,113.500000,127.949997,113.500000,120.250000,107.638214,1196188
2010-06-10,120.349998,125.349998,119.300003,123.099998,110.189316,557953
2010-06-11,120.900002,124.699997,119.000000,119.650002,107.101151,227236
2010-06-14,120.900002,124.900002,120.400002,121.800003,109.025665,77448
2010-06-15,123.900002,126.500000,121.000000,122.599998,109.741753,133508
2010-06-16,123.250000,125.400002,120.300003,120.900002,108.220055,47669
2010-06-17,121.849998,124.849998,120.900002,122.349998,109.517967,51400
2010-06-18,122.699997,123.800003,119.250000,120.199997,107.593460,30959
2010-06-21,121.300003,122.900002,120.099998,120.349998,107.727737,27289
2010-06-22,119.449997,121.349998,119.099998,119.849998,107.280174,15696
2010-06-23,119.900002,122.000000,119.599998,120.500000,107.862000,101805
2010-06-24,121.500000,123.849998,119.800003,120.400002,107.772484,38948
2010-06-25,120.000000,123.849998,120.000000,121.199997,108.488579,58971
2010-06-28,121.900002,124.750000,120.000000,122.099998,109.294197,47889
2010-06-29,122.900002,122.900002,117.750000,118.500000,106.071762,37065
2010-06-30,118.000000,120.900002,111.250000,118.300003,105.892738,19065
2010-07-01,117.099998,120.750000,117.099998,120.050003,107.459213,51985
2010-07-02,120.900002,127.199997,120.900002,122.849998,109.965546,164245
2010-07-05,122.000000,124.500000,121.300003,122.550003,109.696999,22825
2010-07-06,122.150002,124.000000,121.150002,121.449997,108.712364,21813
2010-07-07,121.900002,123.949997,121.150002,122.099998,109.294197,83547
2010-07-08,122.800003,123.550003,120.550003,121.050003,108.354324,45466
2010-07-09,122.099998,122.099998,120.000000,120.300003,107.682968,14007
2010-07-12,120.599998,122.500000,120.050003,120.449997,107.817245,16397
2010-07-13,120.900002,122.900002,120.550003,121.900002,109.115181,32216
2010-07-14,122.900002,123.449997,120.800003,121.650002,108.891396,29318
2010-07-15,122.050003,122.050003,119.800003,120.099998,107.503960,14938
2010-07-16,120.500000,125.000000,118.900002,121.750000,108.980896,78258
2010-07-19,121.000000,123.900002,121.000000,121.099998,108.399071,51366
2010-07-20,121.699997,122.000000,119.050003,119.800003,107.235420,59500
2010-07-21,120.750000,124.599998,119.599998,120.449997,107.817245,93643
2010-07-22,120.900002,122.500000,119.449997,119.699997,107.145905,238906
2010-07-23,120.000000,121.500000,115.500000,117.050003,104.773842,249163
2010-07-26,118.500000,118.500000,114.550003,115.099998,103.028358,61889
2010-07-27,115.449997,117.300003,115.099998,116.550003,104.326294,53949
2010-07-28,116.150002,117.199997,111.300003,114.699997,102.670311,101901
2010-07-29,114.500000,115.000000,111.000000,111.500000,99.805923,145677
2010-07-30,112.599998,112.599998,107.199997,108.000000,96.672997,35054
2010-08-02,110.500000,111.400002,108.099998,108.699997,97.299583,88900
2010-08-03,108.000000,111.000000,102.650002,103.599998,92.734474,161075
2010-08-04,103.250000,104.949997,96.650002,97.050003,86.871437,374458
2010-08-05,97.900002,102.900002,97.000000,97.550003,87.319000,146389
2010-08-06,98.550003,100.849998,98.000000,98.199997,87.900810,222596
2010-08-09,99.050003,100.900002,98.500000,99.050003,88.661674,123925
2010-08-10,99.300003,100.000000,95.750000,96.400002,86.289612,109186
2010-08-11,94.500000,97.000000,88.500000,89.199997,79.844734,308124
2010-08-12,88.599998,96.500000,82.500000,83.849998,75.055840,670310
2010-08-13,84.750000,88.000000,82.699997,86.400002,77.338402,172220
2010-08-16,86.099998,86.199997,83.000000,85.250000,76.309013,47496
2010-08-17,85.099998,86.400002,84.349998,85.050003,76.129990,85100
2010-08-18,84.800003,85.750000,83.800003,85.099998,76.174736,70098
2010-08-19,84.150002,90.000000,84.099998,85.949997,76.935608,74487
2010-08-20,85.199997,86.699997,84.599998,85.000000,76.085228,46257
2010-08-23,85.000000,88.949997,85.000000,85.349998,76.398529,40541
2010-08-24,85.900002,88.849998,85.349998,87.300003,78.144005,71355
2010-08-25,87.300003,89.650002,85.800003,87.800003,78.591576,116274
2010-08-26,87.900002,87.900002,85.099998,85.300003,76.353775,38205
2010-08-27,85.099998,85.900002,83.000000,84.849998,75.950958,81827
2010-08-30,84.000000,85.500000,83.199997,83.449997,74.697784,25753
2010-08-31,84.449997,84.500000,82.000000,82.400002,73.757927,44866
2010-09-01,82.500000,84.199997,81.250000,81.750000,73.176094,13225
2010-09-02,82.150002,83.550003,82.099998,82.449997,73.802666,13097
2010-09-03,83.599998,87.000000,81.599998,84.849998,75.950958,52861
2010-09-06,86.400002,91.400002,84.900002,89.400002,80.023758,155916
2010-09-07,89.000000,89.849998,87.500000,88.199997,78.949608,19363
2010-09-08,86.599998,95.000000,86.599998,90.000000,80.560837,330360
2010-09-09,90.900002,99.900002,90.050003,97.849998,87.587524,632061
2010-09-13,97.000000,104.800003,96.050003,101.949997,91.257523,680125
2010-09-14,102.449997,102.449997,97.099998,99.099998,88.706429,89685
2010-09-15,99.000000,100.300003,97.500000,98.400002,88.079834,63356
2010-09-16,98.500000,104.300003,96.500000,101.849998,91.168015,169733
2010-09-17,101.849998,105.349998,101.050003,103.900002,93.692932,174682
2010-09-20,104.900002,109.000000,99.099998,103.949997,93.738022,868531
2010-09-21,106.949997,106.949997,101.400002,104.150002,93.918396,214722
2010-09-22,104.000000,104.550003,101.000000,101.599998,91.618889,25687
2010-09-23,101.599998,103.900002,98.349998,99.449997,89.680115,42928
2010-09-24,99.199997,105.199997,99.199997,100.849998,90.942566,117737
2010-09-27,101.800003,101.900002,98.099998,99.099998,89.364487,27616
2010-09-28,99.800003,101.449997,97.699997,100.050003,90.221161,39045
2010-09-29,99.150002,102.849998,98.599998,99.699997,89.905533,160286
2010-09-30,99.349998,100.400002,97.000000,97.550003,87.966759,10819
2010-10-01,97.449997,99.750000,97.150002,97.699997,88.102013,12220
2010-10-04,97.400002,99.599998,95.150002,97.150002,87.606064,23033
2010-10-05,98.000000,102.500000,96.250000,100.750000,90.852394,80755
2010-10-06,100.000000,102.000000,99.500000,100.550003,90.672058,34526
2010-10-07,99.199997,102.449997,99.199997,100.500000,90.626953,97300
2010-10-08,101.500000,102.400002,99.650002,100.150002,90.311348,36648
2010-10-11,100.699997,100.699997,99.099998,99.650002,89.860443,11900
2010-10-12,99.199997,101.400002,98.300003,99.500000,89.725197,19239
2010-10-13,99.900002,100.599998,98.650002,99.949997,90.130989,17051
2010-10-14,99.349998,100.750000,97.099998,98.599998,88.913620,21106
2010-10-15,97.099998,101.000000,97.099998,97.900002,88.282379,21417
2010-10-18,98.900002,98.900002,96.000000,97.050003,87.515869,15306
2010-10-19,96.300003,99.400002,96.300003,98.849998,89.139046,10715
2010-10-20,97.849998,99.800003,97.150002,98.699997,89.003777,19069
2010-10-21,97.099998,99.949997,96.099998,98.550003,88.868530,13897
2010-10-22,98.550003,100.000000,94.000000,96.500000,87.019913,54483
2010-10-25,97.699997,97.800003,96.150002,96.800003,87.290436,5557
2010-10-26,96.449997,100.650002,96.400002,98.699997,89.003777,24453
2010-10-27,98.699997,98.949997,95.500000,96.500000,87.019913,8393
2010-10-28,96.199997,100.449997,95.099998,97.699997,88.102013,50684
2010-10-29,97.900002,100.000000,95.349998,98.000000,88.372559,38769
2010-11-01,96.300003,102.000000,96.300003,99.750000,89.950630,17742
2010-11-02,100.900002,100.900002,97.550003,99.000000,89.274315,9577
2010-11-03,99.000000,100.750000,98.400002,99.500000,89.725197,52483
2010-11-04,98.500000,102.400002,98.500000,100.000000,90.176064,62603
2010-11-08,99.599998,103.050003,98.449997,101.500000,91.528717,39418
2010-11-09,101.599998,103.000000,100.250000,102.199997,92.159950,35003
